Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR25384732,2023-07-22 10:24:42,2023-07-21 14:30:56,244602,116430552,244602,476,46,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384732/SRR25384732.lite.1,SRX21122938,Lucas0436,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389018,SAMN35789803,simple,410658,soil metagenome,LUCAS_436,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,6BC175AC190DF33B9511A82414BDE087,E23F8A27E6CC88C08A184659A714AF6F
SRR25384731,2023-07-22 10:24:42,2023-07-21 14:30:57,404324,192458224,404324,476,63,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384731/SRR25384731.lite.1,SRX21122939,Lucas0437,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389017,SAMN35789804,simple,410658,soil metagenome,LUCAS_437,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,F9DDC9748071AF24186C271D44096E9A,B987A88C330EACA667058F2B5C278B5E
SRR25384730,2023-07-22 10:24:42,2023-07-21 14:30:56,372534,177326184,372534,476,57,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384730/SRR25384730.lite.1,SRX21122940,Lucas0438,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389019,SAMN35789805,simple,410658,soil metagenome,LUCAS_438,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,CE1313BE11BF067BEE58CA7AC3F669AD,7FBD3A6F5EE7B0859562B300F126EA1A
SRR25384729,2023-07-22 10:24:41,2023-07-21 14:31:01,703347,334793172,703347,476,109,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384729/SRR25384729.lite.1,SRX21122941,Lucas0439,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389020,SAMN35789806,simple,410658,soil metagenome,LUCAS_439,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,0CDA06F6CF2456CC19F412FF915AB73E,70173E2E04B719BC8E93E5C26B9D53FE
SRR25384738,2023-07-22 10:24:41,2023-07-21 14:30:49,414629,197363404,414629,476,64,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384738/SRR25384738.lite.1,SRX21122932,Lucas0044,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389012,SAMN35789411,simple,410658,soil metagenome,LUCAS_44,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,A48548D99B3E571191FEBBD6444BE8B5,6D922350A1BEF9F3F5CC48518A848B0D
SRR25384728,2023-07-22 10:24:41,2023-07-21 14:30:55,551196,262369296,551196,476,85,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384728/SRR25384728.lite.1,SRX21122942,Lucas0440,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389021,SAMN35789807,simple,410658,soil metagenome,LUCAS_440,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,DEE0B81FE8BE36A2FF9343C541743A34,9731C1B106DF7259663ADEEE14D33856
SRR25384726,2023-07-22 10:24:43,2023-07-21 14:30:56,628928,299369728,628928,476,97,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384726/SRR25384726.lite.1,SRX21122944,Lucas0441,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389024,SAMN35789808,simple,410658,soil metagenome,LUCAS_441,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,5403F0A3642C3054C417317D74CD40D8,8B7615FBD779AA3A0034A13437E49675
SRR25384725,2023-07-22 10:24:43,2023-07-21 14:31:02,650834,309796984,650834,476,99,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384725/SRR25384725.lite.1,SRX21122945,Lucas0442,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389023,SAMN35789809,simple,410658,soil metagenome,LUCAS_442,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,7D3E9A2D37F74FFDD7F2E422211187E6,9496CA8F7C006A09CC0CD1BBF628B928
SRR25384724,2023-07-22 10:24:43,2023-07-21 14:30:43,364731,173611956,364731,476,56,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384724/SRR25384724.lite.1,SRX21122946,Lucas0443,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389025,SAMN35789810,simple,410658,soil metagenome,LUCAS_443,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,2D196C8A5C3D8BF0D8CFF3DBD9EEFDB2,172AA14AE3CCC1A4378B013B6A8EC5E4
SRR25384723,2023-07-22 10:24:43,2023-07-21 14:30:45,574089,273266364,574089,476,88,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384723/SRR25384723.lite.1,SRX21122947,Lucas0444,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389026,SAMN35789811,simple,410658,soil metagenome,LUCAS_444,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,3DBD9C432C7D7AF5DC998D4C70C7C21B,5FA5BBE7DD4F9C3AEB9C4AACA678CA85
SRR25384722,2023-07-22 10:24:43,2023-07-21 14:30:56,414725,197409100,414725,476,64,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384722/SRR25384722.lite.1,SRX21122948,Lucas0445,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389027,SAMN35789812,simple,410658,soil metagenome,LUCAS_445,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,A013A34BBA5450758C109700F0257DBC,8918FF7487536F2BD118B2467750DF38
SRR25384721,2023-07-22 10:24:43,2023-07-21 14:30:34,155273,73909948,155273,476,28,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384721/SRR25384721.lite.1,SRX21122949,Lucas0446,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389028,SAMN35789813,simple,410658,soil metagenome,LUCAS_446,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,43EDC9E1D95FAD4E1E64D987DB142302,B34D77DEB0F596A5AE6C87B90A00967B
SRR25384720,2023-07-22 10:24:43,2023-07-21 14:30:55,262508,124953808,262508,476,40,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384720/SRR25384720.lite.1,SRX21122950,Lucas0447,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389029,SAMN35789814,simple,410658,soil metagenome,LUCAS_447,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,0032C3D70C324D0FED7A05EEC161E463,35921B7AE4D7D97B3E14378C9F820D2F
SRR25384719,2023-07-22 10:24:43,2023-07-21 14:30:49,224178,106708728,224178,476,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384719/SRR25384719.lite.1,SRX21122951,Lucas0448,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389030,SAMN35789815,simple,410658,soil metagenome,LUCAS_448,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,C1982E8DC4397D73ABD65B178E619CC5,2B6BFD9888FF164ADFED2E835A24257D
SRR25384727,2023-07-22 10:24:41,2023-07-21 14:30:42,146486,69727336,146486,476,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384727/SRR25384727.lite.1,SRX21122943,Lucas0045,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389022,SAMN35789412,simple,410658,soil metagenome,LUCAS_45,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,C4998A488FD359A46FBC6A357E5ECA6E,0F3F2D82A728A0600CAD8422D7833B2C
SRR25384718,2023-07-22 10:24:43,2023-07-21 14:31:03,298760,142209760,298760,476,47,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384718/SRR25384718.lite.1,SRX21122952,Lucas0478,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389031,SAMN35789845,simple,410658,soil metagenome,LUCAS_478,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,E4752A4C1108421FA0FEC286851FE8C4,1B354340AFD873B50430BD8309B76421
SRR25384717,2023-07-22 10:24:43,2023-07-21 14:30:59,225677,107422252,225677,476,35,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384717/SRR25384717.lite.1,SRX21122953,Lucas0479,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389032,SAMN35789846,simple,410658,soil metagenome,LUCAS_479,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,0A94979018E65879C3ADCC5889B8C5E6,4383EF5987157253A88728B25CB3E1BF
SRR25384716,2023-07-22 10:24:43,2023-07-21 14:30:54,635021,302269996,635021,476,99,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384716/SRR25384716.lite.1,SRX21122954,Lucas0480,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389033,SAMN35789847,simple,410658,soil metagenome,LUCAS_480,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,740884CEBA5763A347EB4B6CC339D229,35D39017530FA155ABD43570757206DE
SRR25384714,2023-07-22 10:24:43,2023-07-21 14:30:47,626154,298049304,626154,476,97,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384714/SRR25384714.lite.1,SRX21122956,Lucas0481,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389036,SAMN35789848,simple,410658,soil metagenome,LUCAS_481,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,68EF5D394F66E70E79E2B9885EF0F513,964387FF5B71CA90518C8D22F0BE52D0
SRR25384713,2023-07-22 10:24:42,2023-07-21 14:31:18,916167,436095492,916167,476,142,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384713/SRR25384713.lite.1,SRX21122957,Lucas0482,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389035,SAMN35789849,simple,410658,soil metagenome,LUCAS_482,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,6A17E2F84D508E61381909785B543B58,895DF4A1D0FEAE6A8346F7260F4069F8
SRR25384712,2023-07-22 10:24:42,2023-07-21 14:30:43,230949,109931724,230949,476,36,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384712/SRR25384712.lite.1,SRX21122958,Lucas0483,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389037,SAMN35789850,simple,410658,soil metagenome,LUCAS_483,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,72AA0042DDF782A48B73F583A41A2C47,98C2B69DCFDDA8416DB73F5B9C54DFCC
SRR25384711,2023-07-22 10:24:43,2023-07-21 14:30:49,353922,168466872,353922,476,55,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384711/SRR25384711.lite.1,SRX21122959,Lucas0484,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389038,SAMN35789851,simple,410658,soil metagenome,LUCAS_484,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,C454902DD8CC706D407DA2B8EE515DCC,6DC2896DAEB0C03F1903AAB2A5819976
SRR25384710,2023-07-22 10:24:43,2023-07-21 14:31:07,669543,318702468,669543,476,113,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384710/SRR25384710.lite.1,SRX21122960,Lucas0485,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389039,SAMN35789852,simple,410658,soil metagenome,LUCAS_485,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,997B1B501BA2D477D4EB7B9656D04B0F,E71E0C18C91221FD3A0458667703D9CA
SRR25384709,2023-07-22 10:24:43,2023-07-21 14:30:58,531575,253029700,531575,476,83,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384709/SRR25384709.lite.1,SRX21122961,Lucas0486,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389040,SAMN35789853,simple,410658,soil metagenome,LUCAS_486,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,3B565BEA24CA7BA2DDDFCD3356D454F8,9443BD4EC0593821E6BB8C1991B5D494
SRR25384708,2023-07-22 10:24:43,2023-07-21 14:30:49,430139,204746164,430139,476,67,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384708/SRR25384708.lite.1,SRX21122962,Lucas0487,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389042,SAMN35789854,simple,410658,soil metagenome,LUCAS_487,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,D9CF181C64EF9D463827DA03392E4D77,48F008A85D735CF218487E0F20F3AC67
SRR25384707,2023-07-22 10:24:43,2023-07-21 14:30:49,303361,144399836,303361,476,47,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384707/SRR25384707.lite.1,SRX21122963,Lucas0488,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389041,SAMN35789855,simple,410658,soil metagenome,LUCAS_488,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,E174659E922177652801F46D7594BF0E,EE837996BBDC429359607B3F58A7929E
SRR25384706,2023-07-22 10:24:43,2023-07-21 14:30:46,619845,295046220,619845,476,97,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384706/SRR25384706.lite.1,SRX21122964,Lucas0489,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389043,SAMN35789856,simple,410658,soil metagenome,LUCAS_489,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,136CB37A5C58AA3A0DED81475E9F7CA4,6D36542DC91790B05C1301CB22C3C41A
SRR25384715,2023-07-22 10:24:43,2023-07-21 14:30:39,366259,174339284,366259,476,57,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384715/SRR25384715.lite.1,SRX21122955,Lucas0049,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389034,SAMN35789416,simple,410658,soil metagenome,LUCAS_49,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,0182C3621D6398E09D65000500B14F07,03EEEE8EDB8816AAF684A4C00240EC91
SRR25384705,2023-07-22 10:24:43,2023-07-21 14:30:47,320414,152517064,320414,476,51,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384705/SRR25384705.lite.1,SRX21122965,Lucas0490,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389045,SAMN35789857,simple,410658,soil metagenome,LUCAS_490,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,3934A3C6A6B496A441B91265D92CCEF0,73927D7BC0A81F90140B9EFCB1FD946E
SRR25384703,2023-07-22 10:24:43,2023-07-21 14:30:46,615708,293077008,615708,476,95,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384703/SRR25384703.lite.1,SRX21122967,Lucas0491,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389046,SAMN35789858,simple,410658,soil metagenome,LUCAS_491,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,0D997DBB452551A8D8111971ADDA3BF0,850648FDDA0374E7D2E94C0E8464B010
SRR25384702,2023-07-22 10:24:43,2023-07-21 14:30:54,672432,320077632,672432,476,104,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384702/SRR25384702.lite.1,SRX21122968,Lucas0492,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389047,SAMN35789859,simple,410658,soil metagenome,LUCAS_492,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,E37CE64FBDB2C181E3D6BE7892E820AC,B3D1334DB5EC9A8FC9AFC9C0DC3CDC24
SRR25384701,2023-07-22 10:24:43,2023-07-21 14:30:45,344561,164011036,344561,476,53,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384701/SRR25384701.lite.1,SRX21122969,Lucas0493,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389048,SAMN35789860,simple,410658,soil metagenome,LUCAS_493,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,74DC9A9749B29714D96C788FED34B921,202C4B7DE3DAAEE89FA4A9E6595A7FE1
SRR25384700,2023-07-22 10:24:43,2023-07-21 14:31:16,509976,242748576,509976,476,79,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384700/SRR25384700.lite.1,SRX21122970,Lucas0494,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389049,SAMN35789861,simple,410658,soil metagenome,LUCAS_494,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,D3487BA8B11C56AFBB4DBAA981700F16,879DEBC5D948727C92C748BE2F958213
SRR25384699,2023-07-22 10:24:43,2023-07-21 14:30:58,559821,266474796,559821,476,106,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384699/SRR25384699.lite.1,SRX21122971,Lucas0495,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389050,SAMN35789862,simple,410658,soil metagenome,LUCAS_495,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,7E672A1DFC2E8BFABD267ADC0A4B421F,9E2D46E582F43D0291EAEB6F6C702DAC
SRR25384698,2023-07-22 10:24:44,2023-07-21 14:30:41,433030,206122280,433030,476,68,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384698/SRR25384698.lite.1,SRX21122972,Lucas0496,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389051,SAMN35789863,simple,410658,soil metagenome,LUCAS_496,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,04FC905BE440888DAFAFC06CBF9FA13B,1960BA43EE87D18BA03BC9D5EE563C5B
SRR25384704,2023-07-22 10:24:43,2023-07-21 14:30:51,462472,220136672,462472,476,72,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384704/SRR25384704.lite.1,SRX21122966,Lucas0050,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389044,SAMN35789417,simple,410658,soil metagenome,LUCAS_50,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,8726DFA8049CCF7072548D30CA20A13B,55ED76605E0502D73084F6458B9EE534
SRR25384933,2023-07-22 10:24:53,2023-07-21 14:31:14,393079,187105604,393079,476,63,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384933/SRR25384933.lite.1,SRX21123286,Lucas0792,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389364,SAMN35790159,simple,410658,soil metagenome,LUCAS_792,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,6C66CDAA6E903484312CC49082FE8F23,2C176480C3A2451B3ED68257D43E3418
SRR25384932,2023-07-22 10:24:53,2023-07-21 14:31:14,185678,88382728,185678,476,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384932/SRR25384932.lite.1,SRX21123287,Lucas0793,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389365,SAMN35790160,simple,410658,soil metagenome,LUCAS_793,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,C7AA0DADFE46F87F0F7102023D06AE45,35492D8BBAF5A9F59DD24AAF0F480C1E
SRR25384931,2023-07-22 10:24:53,2023-07-21 14:31:03,279721,133147196,279721,476,45,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384931/SRR25384931.lite.1,SRX21123288,Lucas0794,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389367,SAMN35790161,simple,410658,soil metagenome,LUCAS_794,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,FD3CE293A9771D0FEFFB056CD014D429,3F5BCBC1769BD0769217BC083751E5C4
SRR25384930,2023-07-22 10:24:53,2023-07-21 14:31:26,234407,111577732,234407,476,37,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25384/SRR25384930/SRR25384930.lite.1,SRX21123289,Lucas0852,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389368,SAMN35790219,simple,410658,soil metagenome,LUCAS_852,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,6E9F864E0ED5341174397B72FBF1326A,98E8F1C9FB12FB6E3C2D5610F3A126B4
SRR25385033,2023-07-22 10:24:50,2023-07-21 14:31:28,391023,186126948,391023,476,60,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25385/SRR25385033/SRR25385033.lite.1,SRX21123186,Lucas0471,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389265,SAMN35789838,simple,410658,soil metagenome,LUCAS_471,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,5D8AA7A1E8E55D5C22CA1713483A36F8,6FC76CFD34EF2DD8F47BCD46B800CD53
SRR25385032,2023-07-22 10:24:50,2023-07-21 14:31:49,597804,284554704,597804,476,92,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25385/SRR25385032/SRR25385032.lite.1,SRX21123187,Lucas0472,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389266,SAMN35789839,simple,410658,soil metagenome,LUCAS_472,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,BF61A54FBDE140A0BF204F1F1AA2C949,DD6E8151A561DE67265F5D2D9C7E408A
SRR25385031,2023-07-22 10:24:50,2023-07-21 14:32:03,613571,292059796,613571,476,95,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR025/25385/SRR25385031/SRR25385031.lite.1,SRX21123188,Lucas0473,AMPLICON,PCR,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP450765,PRJNA985135,,985135,SRS18389267,SAMN35789840,simple,410658,soil metagenome,LUCAS_473,,,,,,,no,,,,,UNIVERSITY OF VIGO,SRA1658246,,public,B0879FF89E688A40F7FFFF53D4471C41,E538B0278C56A1F3F23AB04DDA732B8D
